PointID;HorizontID;Upper limit;Lower limit;Horizon symbol;Soil texture class;Soil colour;Stones;Carbonate class;Organic matter content class;Rooting intensity
2181;1;0;22;"I; Ap";Ut3;10YR 4/2;1;C0;h3;Wf3
2181;2;22;42;"I; M1";Ut3;10YR 5/2;1;C0;h2;Wf2
2181;3;42;70;"I; M2";Ut3;10YR 5/3;1;C0;h1;Wf1
2181;4;70;200;"II; Btv";Ut3;10YR 5/6;2;C0;h0;Wf1
2182;1;0;20;"I; Ah";Lu;7.5YR 4/2;3;C0;h3;
2182;2;20;59;"I; Sw-Bv";Uls;7.5YR 4/3;5;C0;h1;
2182;3;59;180;"II; Sd-Cv";St2;5YR 3/3;8;C0;h0;
2185;1;0;22;"I; eAp";Tu3;10YR 4/2;40;C3;h3;
2185;2;22;34;"I; eAh+eCv";Tu3;2.5Y 5/4;80;C4;h3;
2185;3;34;73;"I; eCv";Ut3;2.5Y 6/6;80;C4;h1;
2186;1;0;29;"I; Ap";Lu;10YR 3/3;1;C1;h2;Wf2
2186;2;29;54;"I; M1";Ut2;10YR 3/4;1;C1;h2;Wf3
2186;3;54;72;"I; M2";Lt3;10YR 2/2;1;C0;h3;Wf3
2186;4;72;105;"I; M3";Tu2;10YR 2/1;0;C0;h4;Wf3
2186;5;105;201;"II; Swd";Ts2;5Y 5/1;0;C0;h0;
2188;1;0;31;"I; jAp";Lu;10YR 3/2;1;C0;h3;
2188;2;31;91;"I; jM";Lu;10YR 3/1;3;C1;h4;
2188;3;91;200;"II; Bv";Lu;10YR 4/6;0;C0;h0;
2193;1;0;10;"I; jAh";Ut4;10YR 2/2;10;C0;h6;Wf6
2193;2;10;26;"I; jrAp";Ut4;10YR 2/2;10;C0;h5;Wf4
2193;3;26;55;"I; Ah-Bv";Slu;10YR 5/6;25;C0;h3;Wf4
2193;4;55;80;"I; Bv";Slu;10YR 5/4;45;C0;h2;Wf2
2199;1;0;20;"I; Axp";Ut4;10YR 3/2;1;C0;h3;Wf3
2199;2;20;32;"I; rAxp";Ut4;10YR 3/2;1;C0;h3;Wf2
2199;3;32;46;"I; Bv-Axh";Tu4;10YR 3/3;0;C0;h3;Wf2
2199;4;46;67;"I; elCv-Axh+Bv";Ut3;10YR 4/4;1;C3.3;h2;Wf3
2199;5;67;98;"II; elCc";Ut2;10YR 6/6;7;C3;h0;Wf2
2199;6;98;175;"III; fBcv";Sl2;7.5YR 5/6;1;C3;h0;
2199;7;175;185;"III; elCc";Sl2;10YR 6/6;1;C3;h0;
2201;1;0;10;"I; Ap1";Ut3;10YR 3/2;1;C1;h3;W0
2201;2;10;34;"I; Ap2";Ut3;10YR 3/2;1;C1;h3;W0
2201;3;34;67;"II; Bv-Axh";Ut3;10YR 3/1;0;C2;h4;W0
2201;4;67;80;"III; Axh+elC";Ut2;10YR 5/4;1;C3;h2;W0
2201;5;80;125;"IV; elC";Su2;10YR 5/4;50;C3;h1;W0
2202;1;0;27;"I; Axp";Ls3;10YR 2/2;4;C0;h4;Wf4
2202;2;27;50;"I; Axh";Ls3;10YR 2/1;4;C2;h4;Wf3
2202;3;50;67;"I; Sg+Axh";Tu3;2.5Y 3/1;1;C2;h3;Wf3
2202;4;67;96;"I; Axh+eSg";Lt2;2.5Y 8/1;0;C4;h1;Wf1
2202;5;96;173;"I; eSg";Ut2;5Y 8/1;0;C3.2;h0;Wf0
2202;6;173;190;"II; Gro";Uls;5Y 8/3;0;C0;h0;Wf0
2202;7;190;201;"II; Gr";fS;5Y 8/1;0;C0;h0;Wf0
2203;1;0;30;"I; Axp";Lu;10YR 2/1;0;C0;h4;Wf4
2203;2;30;50;"I; Axh";Lu;10YR 2/2;0;C0;h3;Wf3
2203;3;50;68;"I; elC+Axh";Lu;10YR 3/4;0;C3.2;h2;Wf3
2203;4;68;85;"I; elC";Uls;10YR 6/4;2;C3.3;h1;Wf1
2203;5;85;170;"II; elC";Sl2;10YR 5/4;15;C3.3;h0;
2204;1;0;20;"I; Axp1";Ut4;10YR 4/2;2;C2;h3;Wf3
2204;2;20;38;"I; Axp2";Ut4;10YR 4/2;2;C2;h3;Wf2
2204;3;38;71;"I; Axh";Ut4;10YR 4/3;1;C1;h2;Wf2
2204;4;71;88;"I; Axh+lCv";Ut3;10YR 5/4;3;C1;h1;Wf3
2204;5;88;120;"II; elCv";Slu;10YR 7/6;25;C3;h1;Wf1
2204;6;120;170;"III; elCv";Ls2;10YR 5/6;7;C3;h0;
2205;1;0;21;"I; Ap1";Sl3;10YR 3/2;4;C0;h3;Wf2
2205;2;21;30;"I; Ap2";Sl3;10YR 3/2;4;C0;h3;Wf2
2205;3;30;52;"I; Ael-Bv";Sl3;10YR 5/4;7;C0;h0;Wf2
2205;4;52;71;"II; Ael-Bv+Btv";Lts;7.5YR 4/6;5;C0;h0;Wf1
2205;5;71;96;"III; Swd-Btv";Lts;7.5YR 4/6;4;C1;h0;Wf1
2205;6;96;110;"III; elCv-Bv";Lts;7.5YR 4/6;4;C2;h1;Wf1
2205;7;110;170;"III; elCv";Lts;10YR 5/4;5;C4;h0;
2206;1;0;30;"I; rnHv";Hn;10YR 2/1;1;C0;h6;Wf6
2206;2;30;50;"I; nHw";Hn;10YR 2/1;1;C0;h7;Wf5
2206;3;50;74;"II; Gor";mSgs;2.5Y 5/2;4;C0;h1;
2206;4;74;105;"III; Gr";Uls;5Y 5/1;4;C0;h3;
2206;5;105;145;"IV; Gr1";mSgs;5Y 5/1;3;C0;h0;
2206;6;145;201;"IV; Gr2";gS;5Y 5/1;3;C0;h0;
2210;1;0;17;"I; Ap1";Sl3;10YR 3/2;3;C0;h3;Wf4
2210;2;17;31;"I; Ap2";Sl3;10YR 3/3;3;C0;h3;Wf3
2210;3;31;46;"II; Bv";Lt2;10YR 6/4;3;C0;h1;Wf2
2210;4;46;57;"II; Bv-Sw";Sl2;10YR 6/3;3;C0;h0;Wf2
2210;5;57;98;"III; Bv-Swd";Tu3;2.5Y 6/2;0;C1;h0;Wf2
2210;6;98;165;"III; Swd-lCv";Tu3;10YR 6/4;0;C1;h0;
2210;7;165;195;"III; Sd-elCv";Tu3;10YR 6/4;0;C3;h0;
2211;1;0;9;"I; Ap1";mSfs;10YR 3/1;7;C0;h3;Wf5
2211;2;9;28;"I; Ap2";mSfs;10YR 3/1;5;C0;h3;Wf3
2211;3;28;50;"I; Bv";mSfs;10YR 4/6;15;C0;h0;Wf2
2211;4;50;70;"II; Bv-ilCv";fSms;10YR 7/4;7;C0;h0;
2211;5;70;105;"III; rGo-ilCv";fSms;10YR 6/4;15;C0;h0;
2211;6;105;165;"IV; rGo";mSgs;5YR 5/6;65;C0;h0;
2212;1;0;7;"I; Ap1";Su2;10YR 3/2;2;C0;h3;Wf4
2212;2;7;32;"I; Ap2";Su2;10YR 3/2;2;C0;h3;Wf3
2212;3;32;46;"II; Ap+aM";Su3;10YR 5/2;2;C0;h1;Wf2
2212;4;46;72;"II; aM1";Lt2;10YR 5/4;0;C0;h1;Wf2
2212;5;72;96;"II; aM2";Lt3;10YR 5/4;0;C0;h0;Wf2
2212;6;96;110;"II; aM-Swd";Lts;10YR 7/3;0;C0;h1;Wf1
2212;7;110;170;"II; aGo";fS;10YR 5/6;0;C0;h1;
2212;8;170;200;"III; aGo";mSgs;7.5YR 5/4;2;C0;h0;
2214;1;0;38;"I; aGo-Ap";Sl3;10YR 3/3;0;C0;h3;Wf4
2214;2;38;60;"I; aGo-M";Sl2;10YR 4/3;0;C0;h2;Wf3
2214;3;60;70;"I; aM-Go";Ls4;10YR 3/1;0;C0;h2;Wf0
2214;4;70;80;"II; Go1";mSgs;2.5Y 6/3;0;C0;h0;Wf0
2214;5;80;96;"II; Go2";mSgs;2.5Y 6/2;0;C0;h0;Wf0
2214;6;96;125;"II; Gor";mSgs;2.5Y 5/2;0;C0;h0;Wf0
2214;7;125;201;"II; Gr";mSgs;5Y 4/1;0;C0;h0;Wf0
2215;1;0;30;"I; Acp";Sl3;10YR 3/3;2;C3;h4;Wf3
2215;2;30;41;"I; Go-rAp";Sl3;10YR 4/3;2;C2;h3;Wf1
2215;3;41;67;"II; Go";Su4;7.5R 5/8;0;C2;h1;Wf1
2215;4;67;110;"II; Gro";Su4;7.5R 5/8;0;C0;h1;Wf0
2215;5;110;151;"III; Gor";Us;2.5Y 4/3;---;C0;h3;Wf0
2215;6;151;201;"III; Gr";Us;2.5Y 3/3;---;C0;h3;Wf0
2217;1;0;34;"I; Ap";Sl4;10YR 2/2;2;C0;h4;Wf4
2217;2;34;66;"I; Sew";mSfs;10YR 7/3;4;C0;h1;Wf2
2217;3;66;110;"II; Swd-Go";Lts;2.5Y 4/2;0;C0;h1;Wf2
2217;4;110;180;"II; Gr";Tl;2.5Y 4/1;0;C0;h0;Wf0
2217;5;180;201;"III; Gr";mS;2.5Y 5/2;0;C0;h0;Wf0
2219;1;0;30;"I; aAp";Su3;10YR 2/2;1;C0;h2;Wf3
2219;2;30;40;"I; aGo-rAp";Su3;10YR 2/2;1;C0;h2;Wf2
2219;3;40;63;"I; aM-Go";Sl4;10YR 3/3;1;C0;h2;Wf1
2219;4;63;147;"II; Go";Sl4;5YR 4/6;1;C0;h0;Wf0
2219;5;147;201;"II; Gr";mSgs;2.5Y 3/3;---;C0;h1;Wf0
2220;1;0;29;"I; R-Ap";fSms;10YR 3/2;0;C0;h3;Wf4
2220;2;29;50;"I; R+Bv";fSms;10YR 5/4;0;C0;h1;Wf2
2220;3;50;69;"II; rGo-Bv";fSms;10YR 6/6;1;C0;h1;Wf1
2220;4;69;105;"II; rGr°Go";fSms;10YR 7/3;0;C0;h1;Wf0
2220;5;105;160;"II; rGr°Gw";mS;10YR 7/3;0;C0;h0;Wf0
2220;6;160;201;"II; Gr";mS;10YR 7/2;0;C0;h1;Wf0
2222;1;0;29;"I; Ap";Su3;10YR 3/3;2;C0;h4;Wf4
2222;2;29;40;"I; rSw-Ah-Go";Su2;10YR 7/2;1;C0;h2;Wf2
2222;3;40;50;"I; rSw-Go1";Su3;10YR 4/2;1;C0;h0;Wf1
2222;4;50;81;"I; rSw-Go2";Su2;10YR 6/2;1;C0;h0;Wf1
2222;5;81;123;"I; rSw-Gr";gS;2.5YR 6/3;1;C0;h0;Wf0
2222;6;123;201;"II; Sd";Tu2;5Y 5/2;0;C0;h0;Wf0
2223;1;0;10;"I; Ap1";mS;10YR 3/1;2;C0;h3;Wf4
2223;2;10;20;"I; Ap2";mS;10YR 3/1;1;C0;h3;Wf3
2223;3;20;40;"I; rAp";mS;10YR 3/1;1;C0;h2;Wf2
2223;4;40;50;"I; rAp+Sw-ilCv";mS;10YR 7/2;0;C0;h1;Wf1
2223;5;50;84;"I; Sw-ilCv";mS;10YR 7/2;0;C0;h0;Wf0
2223;6;84;120;"I; ilCv-Sw";mS;7.5YR 6/8;0;C0;h0;Wf0
2223;7;120;170;"II; rGor-Sd";Tu2;2.5Y 6/1;0;C1;h0;
2223;8;170;200;"II; rGr-eSd";Tu2;2.5Y 6/1;0;C4;h0;
2224;1;0;30;"I; Ap";Su2;10YR 3/3;1;C0;h2;Wf2
2224;2;30;40;"I; rAp";Su2;10YR 3/3;1;C0;h2;Wf1
2224;3;40;85;"I; Sg-Bv-ilCbtv";Su4;10YR 7/4;2;C0;h0;Wf0
2224;4;85;110;"I; fSg-Al";Su4;10YR 7/2;0;C0;h0;Wf0
2224;5;110;135;"I; Ael+Bt";Uls;10YR 5/6;0;C0;h0;Wf0
2224;6;135;180;"I; ilCbtv";Su4;10YR 7/4;0;C0;h0;Wf0
2224;7;180;201;"I; ilCv";Su4;10YR 6/3;0;C0;h0;Wf0
2229;1;0;32;"I; Ap";Ls3;10YR 3/3;3;C0;h3;Wf4
2229;2;32;51;"I; Alh";Ls3;10YR 4/3;1;C0;h2;Wf3
2229;3;51;63;"I; Bt";Lt2;10YR 4/6;1;C0;h1;Wf2
2229;4;63;80;"I; rGo-Bv";Ls3;7.5YR 5/4;1;C0;h1;
2229;5;80;88;"II; rGo";Sl3;7.5YR 4/4;1;C0;h1;
2229;6;88;140;"II; Go1";Sl2;7.5YR 5/4;3;C0;h0;
2229;7;140;170;"II; Go2";mSfs;7.5YR 5/4;5;C0;h0;
2229;8;170;200;"II; Gr";mSfs;10YR 6/1;5;C0;h0;
2230;1;0;33;"I; Ap";Su3;10YR 3/2;10;C0;h3;Wf4
2230;2;33;80;"I; Bv";Su3;10YR 5/4;10;C0;h1;Wf2
2230;3;80;110;"I; Bv-Sw";Su3;10YR 5/4;10;C0;h0;Wf1
2230;4;110;200;"II; Sdw";Sl2;10YR 5/4;20;C0;h0;
2233;1;0;34;"I; Ap";Sl2;7.5YR 2.5/1;3;C0;h4;Wf4
2233;2;34;54;"I; Bhs+Ae";Su2;7.5YR 5/2;5;C0;h1;Wf2
2233;3;54;74;"I; Bs-Go";Su2;2.5Y 5/3;5;C0;h1;Wf1
2233;4;74;96;"I; Gro";Ls4;2.5Y 5/2;2;C0;h0;
2233;5;96;120;"II; Gor";Uls;GLEY1 5/5GY;2;C0;h0;
2233;6;120;201;"II; Gr";Uls;GLEY1 5/5GY;2;C0;h0;
2234;1;0;30;"I; Ap";Sl2;10YR 4/2;1;C0;h3;Wf4
2234;2;30;52;"I; Bv";Sl2;10YR 5/8;0;C0;h1;Wf3
2234;3;52;100;"I; rGo";Sl2;10YR 7/6;0;C0;h0;Wf1
2234;4;100;160;"I; Go";mS;10YR 7/3;0;C0;h0;
2234;5;160;201;"II; Gor";Su3;2.5Y 6/3;1;C0;h0;
2235;1;0;10;"I; Ap";Su4;10YR 3/2;1;C0;h3;Wf5
2235;2;10;30;"I; rAp";Su4;10YR 3/2;1;C0;h3;Wf4
2235;3;30;50;"I; Bv";Su4;10YR 4/6;1;C0;h1;Wf2
2235;4;50;73;"II; Al+Bt-Sw";Su4;10YR 5/6;1;C0;h0;Wf1
2235;5;73;105;"II; Bt-Swd";Sl3;10YR 5/6;1;C0;h0;
2235;6;105;165;"II; Cv1";Sl2;2.5Y 5/4;0;C0;h0;
2235;7;165;200;"II; Cv2";Ls3;7.5YR 4/4;0;C0;h0;
2238;1;0;5;"I; Ah";Sl4;10YR 2/2;1;C0;h3;Wf5
2238;2;5;28;"I; Sw-rAp";Sl4;10YR 2/2;1;C0;h3;Wf3
2238;3;28;50;"II; Swd";Lts;10YR 5/6;1;C0;h1;Wf1
2238;4;50;100;"III; Sd";Tl;10YR 5/1;1;C0;h0;
2238;5;100;201;"III; eSwd";Lt3;GLEY1 4/10Y;1;C4;h0;
2241;1;0;34;"I; Sw-Ap";Ut3;10YR 4/2;0;C0;h3;Wf3
2241;2;34;70;"I; Sw";Ut3;2.5Y 6/4;0;C2;h1;Wf2
2241;3;70;200;"I; eSwd";Ut4;2.5Y 7/4;0;C4;h0;Wf1
2242;1;0;30;"I; Ap";Ut2;2.5Y 4/2;0;C0;h4;Wf3
2242;2;30;54;"I; Bv";Ut2;2.5Y 6/4;0;C0;h1;Wf2
2242;3;54;150;"I; Sw1";Ut2;10YR 5/8;0;C0;h0;W1
2242;4;150;200;"I; Sw2";Us;10YR 6/6;0;C0;h0;
2244;1;0;38;"I; Ap";Ut2;10YR 4/2;0;C0;h3;Wf5
2244;2;38;50;"I; Al";Ut2;10YR 5/4;0;C0;h2;Wf4
2244;3;50;67;"I; Al-Sw";Ut2;10YR 5/6;0;C0;h1;Wf4
2244;4;67;105;"I; Bt-Sd";Ut3;10YR 6/4;0;C0;h0;Wf1
2244;5;105;200;"I; lC";Ut2;10YR 6/3;0;C0;h0;W0
2245;1;0;30;"I; Ap";Ut2;10YR 4/2;0;C0;h3;Wf5
2245;2;30;47;"I; Ahl";Ut2;2.5YR 6/3;0;C0;h2;Wf3
2245;3;47;70;"I; Al-Sw";Ut2;2.5YR 6/3;0;C0;h0;W0
2245;4;70;100;"I; Bt-Sd";Ut3;10YR 6/4;0;C0;h0;W0
2245;5;100;200;"I; lC";Ut2;10YR 6/4;0;C0;h0;W0
2246;1;0;14;"I; Ap";Ut2;10YR 3/2;1;C2;h3;Wf4
2246;2;14;40;"I; Acp";Ut2;10YR 3/2;1;C2;h3;Wf3
2246;3;40;50;"I; Acp+Swd-Bv";Ut2;10YR 5/4;0;C1;h2;Wf2
2246;4;50;90;"I; rGo-Bv-Swd";Ut3;2.5Y 6/4;0;C1;h1;Wf2
2246;5;90;180;"I; eGo-Swd";Ut2;2.5Y 6/4;1;C3;h0;Wf2
2246;6;180;200;"I; eGro";Us;2.5Y 7/2;0;C3;h0;
2247;1;0;30;"I; Ap1";Ut2;10YR 4/2;0;C0;h3;Wf4
2247;2;30;40;"I; Ap2";Ut2;10YR 4/3;0;C0;h2;Wf3
2247;3;40;68;"I; Al";Ut2;10YR 6/4;0;C0;h1;Wf2
2247;4;68;120;"I; Bt";Ut3;10YR 5/6;0;C0;h0;Wf1
2247;5;120;160;"I; Bv";Tu4;10YR 4/6;1;C0;h0;
2247;6;160;200;"II; eCv";Uls;2.5Y 7/3;30;C5;h0;
2250;1;0;10;"I; Ah";Tu3;10YR 4/3;5;C0;h3;Wf6
2250;2;10;30;"I; M1";Tu3;10YR 4/4;5;C0;h3;Wf5
2250;3;30;50;"I; M2";Tu3;10YR 5/4;20;C0;h2;Wf3
2250;4;50;117;"II; lCv";Tu3;10YR 5/4;20;C0;h1;Wf1
2251;1;0;20;"I; Ap";Tu3;10YR 3/2;1;C1;h3;Wf3
2251;2;20;30;"I; rAp";Tu3;10YR 4/2;2;C1;h3;Wf3
2251;3;30;41;"I; Bv-Tv1";Tu2;10YR 4/4;0;C1;h2;Wf2
2251;4;41;60;"I; Bv-Tv2";Tu2;2.5Y 4/4;2;C1;h1;Wf2
2251;5;60;73;"I; Tv-elCv";Tu2;2.5Y 4/4;40;C3;h1;
2251;6;73;83;"II; cmCv";Tu4;NA;85;C7;h0;
2252;1;0;12;"I; Sw-Ah";Lu;10YR 4/3;2;C0;h2;Wf5
2252;2;12;53;"I; M";Lu;10YR 4/3;2;C0;h2;Wf4
2252;3;53;160;"II; Swd";Lt2;10YR 5/4;0;C0;h0;Wf2
2252;4;160;200;"II; Sd-lCv";Tu2;7.5YR 3/4;---;C0;h0;
2253;1;0;26;"I; eAp";Tu2;10YR 4/2;30;C4;h3;Wf3
2253;2;26;46;"I; eAh-Cv";Tu3;2.5Y 5/4;50;C5;h2;Wf2
2253;3;46;100;"I; eCv";Tu3;2.5Y 6/4;70;C5;h1;Wf2
2254;1;0;10;"I; Ap1";Lu;10YR 3/3;0;C0;h3;Wf4
2254;2;10;34;"I; Ap2";Lu;10YR 3/3;0;C0;h3;Wf3
2254;3;34;50;"II; M+Bv";Lu;10YR 4/3;0;C0;h2;Wf2
2254;4;50;100;"II; Sw-Bv";Lu;10YR 4/4;0;C0;h0;Wf1
2254;5;100;185;"II; lCv";Lu;10YR 4/6;0;C0;h0;
2254;6;185;201;"III; ilCv";Tu3;7.5YR 3/4;0;C1;h0;
2259;1;0;30;"I; Ap";Slu;10YR 4/3;8;C0;h3;
2259;2;30;54;"I; Bv";Sl3;10YR 4/6;8;C0;h0;
2259;3;54;70;"II; iCv";Su2;5YR 4/3;80;C0;h0;
2260;1;0;30;"I; aAp";Lu;10YR 3/2;1;C1;h3;
2260;2;30;50;"I; aM1";Lu;10YR 3/2;1;C1;h3;
2260;3;50;73;"I; aM2";Tu3;10YR 3/3;1;C1;h3;
2260;4;73;91;"I; aM3";Tu3;7.5YR 2.5/1;1;C1;h4;
2260;5;91;120;"I; aM-Go";Tu3;10YR 3/2;1;C1;h3;
2260;6;120;160;"I; aGor";Tu3;2.5Y 3/2;1;C1;h1;
2260;7;160;200;"I; aeGr";Uls;2.5Y 4/2;1;C3;h1;
2262;1;0;40;"I; rAp";Ut2;10YR 4/3;1;C1;h3;
2262;2;40;83;"I; Btv";Ut3;7.5YR 4/4;0;C0;h2;
2262;3;83;160;"II; Bv-ilCv";Slu;7.5YR 4/4;0;C0;h0;
2262;4;160;180;"III; ilCv";Sl2;5YR 5/1;75;C0;h0;
2273;1;0;32;"I; Ap";Ut4;7.5YR 3/4;2;C0;h3;Wf2
2273;2;32;55;"I; Btv";Tu4;7.5YR 4/6;2;C0;h2;Wf1
2273;3;55;80;"I; Swd-Btv";Ut3;10YR 4/6;2;C0;h0;Wf1
2273;4;80;100;"I; Swd";Ut3;10YR 5/6;2;C0;h0;Wf1
2273;5;100;165;"II; lC";Tu3;5YR 3/4;1;C0;h1;Wf0
2274;1;0;33;"I; eAp";Uu;10YR 3/4;1;C3;h3;Wf2
2274;2;33;185;"I; elCv";Uu;10YR 5/4;0;C4;h1;Wf1
2275;1;0;33;"I; eAp";Lu;10YR 2/2;0;C3.3;h4;Wf4
2275;2;33;70;"I; eM1";Lu;10YR 3/3;0;C3.3;h3;Wf3
2275;3;70;201;"I; eM2";Lu;10YR 3/3;0;C3.3;h3;Wf2
2276;1;0;12;"I; Axp1";Tu4;10YR 3/2;2;C0;h4;Wf4
2276;2;12;30;"I; Axp2";Ut4;10YR 3/2;2;C0;h4;Wf4
2276;3;30;50;"I; Axh";Ut3;10YR 4/2;---;C0;h3;Wf3
2276;4;50;66;"I; Axh+elCc";Ut3;10YR 4/4;---;C3;h1;Wf2
2276;5;66;200;"I; elCc";Ut2;10YR 6/6;---;C4;h0;Wf1
2277;1;0;27;"I; Ap";Ut4;10YR 3/3;1;C0;h3;Wf2, Wg1
2277;2;27;42;"I; Alh-Bv";Ut4;10YR 4/4;2;C0;h2;Wf2, Wg0
2277;3;42;70;"II; Swd-Btv";Lts;7.5YR 5/6;7;C0;h1;Wf3, Wg0
2277;4;70;150;"III; elCv";Slu;7.5YR 6/6;4;C4;h1;Wf1, Wg0
2282;1;0;22;"I; aAp1";Lt3;10YR 3/3;1;C0;h3;Wf3
2282;2;22;34;"I; aAp2";Lt3;10YR 3/3;1;C0;h3;Wf2
2282;3;34;60;"I; aGo-Swd-M";Lt3;10YR 3/3;1;C0;h2;Wf3
2282;4;60;96;"I; aSwd-Go";Lt3;2.5Y 6/2;1;C0;h1;Wf1
2282;5;96;125;"I; aGo";Su3;10YR 5/3;0;C0;h1;Wf1
2282;6;125;140;"I; aGro";Su2;10YR 5/2;0;C0;h1;
2282;7;140;200;"I; aGr";Su3;10YR 4/2;0;C0;h1;
2284;1;0;30;"I; Ap";Us;10YR 4/3;4;C0;h3;Wf2
2284;2;30;49;"I; Sw-rAp";Ls2;10YR 4/4;4;C0;h1;Wf2
2284;3;49;71;"II; Bv-Sw";Us;2.5Y 5/6;0;C0;h0;Wf1
2284;4;71;125;"II; Bv-Swd";Us;10YR 5/6;0;C0;h0;
2284;5;125;201;"III; Sd";Uu;2.5Y 6/6;0;C4;h0;
2285;1;0;48;"I; Ap";Slu;10YR 4/3;4;C0;h3;Wf2
2285;2;48;67;"II; Srd";Ts2;7.5YR 4/4;4;C0;h1;Wf1
2285;3;67;143;"III; rGo";Sl3;7.5YR 5/8;4;C0;h0;
2287;1;0;30;"I; aAp";Sl4;10YR 4/3;2;C0;h2;Wf5
2287;2;30;50;"I; aM";Ls3;10YR 4/4;2;C0;h1;Wf3
2287;3;50;72;"I; aM-Sdw";Lt2;10YR 5/4;1;C0;h1;Wf4
2287;4;72;98;"II; aM-Sd";Lts;10YR 5/6;1;C0;h1;Wf4
2287;5;98;180;"III; aGo1";fSms;10YR 6/6;1;C0;h0;
2287;6;180;201;"III; aGo2";Sl2;10YR 6/4;1;C0;h0;
2289;1;0;30;"I; Ap";mSgs;10YR 4/3;2;C0;h3;Wf5
2289;2;30;50;"I; Bv-ilCv";mSgs;10YR 5/6;2;C0;h1;Wf3
2289;3;50;74;"I; ilCv";mSgs;10YR 6/4;2;C0;h0;Wf2
2289;4;74;150;"I; rGo";mSgs;5YR 5/8;2;C0;h0;Wf1
2289;5;150;195;"I; Go";mSgs;7.5YR 6/2;0;C0;h0;Wf0
2289;6;195;201;"I; Gro";mSgs;10YR 7/4;0;C0;h0;Wf0
2290;1;0;31;"I; Ap";Sl2;10YR 2/1;2;C0;h4;Wf3
2290;2;31;41;"I; rAh";Sl2;10YR 3/3;4;C0;h1;Wf1
2290;3;41;52;"I; Sw";Sl3;2.5Y 6/4;1;C0;h0;Wf0
2290;4;52;75;"II; Swd";Lt2;7.5YR 5/8;0;C0;h0;Wf0
2290;5;75;100;"II; Sd";Lt2;5Y 5/2;0;C0;h0;Wf0
2290;6;100;160;"III; Sd-elCv";Lt2;2.5Y 5/2;0;C4;h0;Wf0
2290;7;160;201;"III; elCv";Ls4;10YR 4/2;0;C4;h0;Wf0
2291;1;0;31;"I; Ap";fSms;10YR 2/2;1;C0;h3;Wf2
2291;2;31;48;"I; Bv-rGo";fSms;7.5YR 4/1;1;C0;h1;Wf1
2291;3;48;125;"I; rGo";fSms;10YR 7/3;1;C0;h0;
2291;4;125;201;"I; rGr";fSms;10YR 7/3;1;C0;h0;
2300;1;0;33;"I; Ap";Sl4;10YR 2/2;1;C0;h4;Wf4
2300;2;33;54;"I; Sw-Go";gS;10YR 4/6;4;C0;h0;Wf1
2300;3;54;90;"I; Sd-Go";Sl3;10YR 5/3;1;C0;h0;Wf0
2300;4;90;100;"II; Gr1";gS;10YR 3/3;2;C0;h0;Wf0
2300;5;100;201;"II; Gr2";gS;2.5Y 2.5/1;3;C0;h0;Wf0
2301;1;0;14;"I; Ah";Su3;10YR 3/2;1;C0;h3;Wf4
2301;2;14;30;"I; Go-Ah";Su3;10YR 3/2;0;C0;h1;Wf4
2301;3;30;50;"I; Go";Su4;2.5Y 5/4;0;C0;h0;Wf1
2301;4;50;67;"II; Go";Sl3;7.5YR 5/8;2;C0;h0;Wf0
2301;5;67;125;"III; Go";fSms;2.5Y 6/4;3;C0;h0;Wf0
2301;6;125;165;"III; Gr";fSms;2.5Y 5/3;0;C0;h0;Wf0
2302;1;0;32;"I; jAp";Su3;10YR 3/3;20;C0;h3;Wf5
2302;2;32;68;"I; jM";Su3;10YR 3/3;30;C0;h3;Wf3
2302;3;68;100;"I; jGkso";Su4;10YR 4/4;20;C0;h2;Wf1
2302;4;100;152;"I; jGor";mSgs;10YR 5/3;50;C0;h0;
2302;5;152;172;"I; jGr";Sl4;10YR 6/2;30;C0;h0;
2303;1;0;11;"I; jAh";Ls2;7.5YR 3/4;4;C0;h4;Wf5
2303;2;11;27;"I; jM";Ls3;7.5YR 3/3;8;C0;h3;Wf3
2303;3;27;67;"II; rGro-Swd";Ls4;5YR 6/4;5;C0;h1;Wf2
2303;4;67;80;"II; rGr-Sd-Go";Lts;5Y 6/3;4;C0;h1;Wf1
2303;5;80;110;"III; Gro";Slu;GLEY1 5/5GY;8;C0;h1;
2303;6;110;170;"III; Gr1";mSgs;2.5Y 5/3;4;C0;h1;
2303;7;170;201;"III; Gr2";Su2;GLEY1 4/N;3;C0;h2;
2304;1;0;30;"I; Ap";Ls2;10YR 3/3;1;C0;h3;Wf2
2304;2;30;52;"I; Bt";Ls2;7.5YR 4/6;1;C0;h1;Wf1
2304;3;52;70;"I; rGo";Ls2;7.5YR 4/6;2;C0;h0;
2304;4;70;90;"II; Go";St2;7.5YR 4/6;5;C0;h0;
2304;5;90;100;"III; Go";k;7.5YR 4/4;60;C0;h0;
2306;1;0;10;"I; aeAh";Tu3;10YR 2/2;0;C3;h4;Wf6
2306;2;10;50;"I; aeM1";Tu3;10YR 3/2;0;C3;h3;Wf3
2306;3;50;100;"I; aeM2";Ls3;10YR 3/2;0;C3;h3;Wf1
2306;4;100;150;"I; aeM3";Tu3;10YR 4/2;0;C4;h2;
2306;5;150;190;"I; aeM4";Lu;10YR 5/2;0;C4;h1;
2306;6;190;201;"II; aelCv";gS;10YR 6/4;0;C4;h1;
2311;1;0;10;"I; Ah";Ut2;10YR 3/2;2;C0;h3;Wf6
