system:index,annual_mean_temperature_2017_C,id,.geo
18_0,8.469201660156273,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.93885382895118,45.836537372198585]}"
19_0,13.170983886718773,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.097307496506165,44.03990680395954]}"
20_0,11.042443847656273,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.031182343031265,46.46535807108225]}"
21_0,11.684442138671898,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.986266578825287,46.33061077846432]}"
22_0,11.684442138671898,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.941350814619312,46.420442306876275]}"
23_0,7.132623291015648,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.20834841418704,46.10603195743444]}"
24_0,8.469201660156273,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.804106536333254,45.79162160799261]}"
25_0,7.132623291015648,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.118516885775087,46.061116193228465]}"
26_0,12.711267089843773,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.4023616441476,45.387379730138825]}"
27_0,12.711267089843773,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.447277408353575,45.252632437520894]}"
28_0,12.154016113281273,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.492193172559553,46.061116193228465]}"
29_0,12.154016113281273,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.357445879941622,46.150947721640414]}"
30_0,8.085382080078148,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.7142750079213,46.061116193228465]}"
31_0,8.085382080078148,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.669359243715327,46.01620042902249]}"
32_0,6.607537841796898,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.804106536333254,46.37552654267029]}"
33_0,12.839013671875023,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.411717845947997,44.03990680395954]}"
34_0,13.170983886718773,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.232054789124092,44.03990680395954]}"
35_0,8.315484619140648,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.265117365861542,46.285695014258344]}"
36_0,9.211755371093773,36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.265117365861542,46.24077925005237]}"
37_0,12.565148925781273,37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.01683216989461,44.75855903125516]}"
38_0,12.711267089843773,38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.26761435152967,45.29754820172687]}"
39_0,8.315484619140648,39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.310033130067517,46.285695014258344]}"
40_0,9.211755371093773,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.310033130067517,46.19586348584639]}"
41_0,9.211755371093773,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.354948894273495,46.24077925005237]}"
42_0,8.315484619140648,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.444780422685447,46.33061077846432]}"
43_0,11.042443847656273,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.210845399855167,46.33061077846432]}"
44_0,5.558557128906273,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.354948894273495,47.22892606258384]}"
45_0,11.999261474609398,45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.87272867547628,44.62381173863723]}"
46_0,10.442681884765648,46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.88208487727668,45.252632437520894]}"
47_0,8.686059570312523,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.567674527834846,46.46535807108225]}"
48_0,11.042443847656273,48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.165929635649192,46.33061077846432]}"
49_0,9.503625488281273,49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.6575060562468,46.77976842052408]}"
50_0,12.192712402343773,50,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.998119766293815,46.10603195743444]}"
51_0,12.238519287109398,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.132867058911742,46.19586348584639]}"
52_0,12.223046875000023,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.222698587323695,46.33061077846432]}"
53_0,12.311578369140648,53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.896435050413334,45.701790079580654]}"
54_0,12.154016113281273,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.312530115735647,46.24077925005237]}"
55_0,12.341546630859398,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.4023616441476,46.37552654267029]}"
56_0,12.192712402343773,56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.863372473675884,46.24077925005237]}"
57_0,12.711267089843773,57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.312530115735647,45.4322954943448]}"
58_0,8.406579589843773,58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.388011471010945,46.82468418473005]}"
59_0,9.503625488281273,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.52275876362887,46.82468418473005]}"
60_0,12.580926513671898,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.546465138565924,44.03990680395954]}"
61_0,12.154016113281273,61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.26761435152967,46.061116193228465]}"
62_0,12.238519287109398,62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.222698587323695,46.150947721640414]}"
63_0,8.129205322265648,63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.75919077212728,45.74670584378663]}"
64_0,10.873895263671898,64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.66000304191493,44.71364326704918]}"
65_0,10.779382324218773,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.286326755130464,46.420442306876275]}"
66_0,10.759545898437523,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.24141099092449,46.68993689211213]}"
67_0,10.759545898437523,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.10666369830656,46.645021127906155]}"
68_0,10.508905029296898,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.927000641482657,46.77976842052408]}"
69_0,10.508905029296898,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.88208487727668,46.869599948936035]}"
70_0,8.129205322265648,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.804106536333254,45.701790079580654]}"
71_0,10.493920898437523,71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.97191640568863,46.60010536370017]}"
72_0,10.007348632812523,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.97191640568863,46.420442306876275]}"
73_0,11.154901123046898,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.255761164061145,45.836537372198585]}"
74_0,12.651239013671898,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.81595972380178,43.770412218723685]}"
75_0,12.540216064453148,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.376158283542416,44.30940138919539]}"
76_0,12.549310302734398,76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.7804001613962,44.444148681813324]}"
77_0,10.397180175781273,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.198992212386642,44.98313785228504]}"
78_0,10.397180175781273,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.243907976592617,44.84839055966711]}"
79_0,7.660791015625023,79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.55831832603445,45.028053616491015]}"
80_0,9.868951416015648,80,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.90579125221373,46.510273835288224]}"
81_0,7.463189697265648,81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.827812911270307,45.117885144902964]}"
82_0,12.145501708984398,82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.447277408353575,45.88145313640456]}"
83_0,8.686059570312523,83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.702421820452777,46.37552654267029]}"
84_0,10.996026611328148,84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.19649522671851,46.061116193228465]}"
85_0,11.859521484375023,85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.390508456679072,47.58825217623165]}"
86_0,11.859521484375023,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.43542422088505,47.58825217623165]}"
87_0,11.859521484375023,87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.43542422088505,47.72299946884958]}"
88_0,11.894647216796898,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.43542422088505,47.4984206478197]}"
89_0,10.056695556640648,89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.411717845947997,46.959431477347984]}"
90_0,8.732720947265648,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.5913809027719,47.00434724155396]}"
91_0,9.780419921875023,91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.5913809027719,46.82468418473005]}"
92_0,9.780419921875023,92,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.5913809027719,46.82468418473005]}"
93_0,8.463830566406273,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.771043959595804,46.82468418473005]}"
94_0,9.445184326171898,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.354948894273495,45.97128466481651]}"
95_0,8.129205322265648,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.75919077212728,45.611958551168705]}"
96_0,11.394586181640648,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.510905576160344,46.24077925005237]}"
97_0,11.394586181640648,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.600737104572296,46.19586348584639]}"
98_0,11.394586181640648,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.735484397190227,46.19586348584639]}"
99_0,11.461022949218773,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.825315925602176,46.24077925005237]}"
100_0,10.996026611328148,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.19649522671851,46.10603195743444]}"
101_0,12.269097900390648,101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.97191640568863,44.893306323873084]}"
102_0,12.407189941406273,102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.061747934100584,45.028053616491015]}"
103_0,12.565148925781273,103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.10666369830656,44.803474795461135]}"
104_0,12.407189941406273,104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.24141099092449,45.028053616491015]}"
105_0,11.940545654296898,105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.55831832603445,44.62381173863723]}"
106_0,13.238031005859398,106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.827812911270307,43.860243747135634]}"
107_0,12.306329345703148,107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.773540945263935,45.836537372198585]}"
108_0,12.306329345703148,108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.81845670946991,45.926368900610534]}"
109_0,12.306329345703148,109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.908288237881862,45.836537372198585]}"
110_0,12.691796875000023,110,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.132867058911742,45.74670584378663]}"
111_0,12.372979736328148,111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.222698587323695,45.836537372198585]}"
112_0,10.697656250000023,112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.061747934100584,45.97128466481651]}"
113_0,8.364129638671898,113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.39986465847947,45.74670584378663]}"
114_0,11.594750976562523,114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.421074047748395,45.926368900610534]}"
115_0,8.364129638671898,115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.39986465847947,45.611958551168705]}"
116_0,10.021356201171898,116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.995622780625684,45.836537372198585]}"
117_0,10.697656250000023,117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.10666369830656,45.836537372198585]}"
118_0,12.429742431640648,118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.331242519336442,44.53398021022527]}"
119_0,9.916375732421898,119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.837169113070704,46.01620042902249]}"
120_0,12.445214843750023,120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.414214831616125,46.150947721640414]}"
121_0,9.989282226562523,121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.220201601655564,45.79162160799261]}"
122_0,12.354302978515648,122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.548962124234052,45.97128466481651]}"
123_0,7.756036376953148,123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.130370073243615,45.74670584378663]}"
124_0,13.189599609375023,124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.232054789124092,43.770412218723685]}"
125_0,11.232965087890648,125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.46598981195437,46.10603195743444]}"
126_0,12.288262939453148,126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.220201601655564,44.03990680395954]}"
127_0,8.336999511718773,127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.501549374359946,45.74670584378663]}"
128_0,11.842584228515648,128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.286326755130464,45.611958551168705]}"
129_0,10.910882568359398,129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.19649522671851,45.701790079580654]}"
130_0,10.647332763671898,130,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.36680208174202,45.88145313640456]}"
131_0,11.594750976562523,131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.286326755130464,45.836537372198585]}"
132_0,11.594750976562523,132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.286326755130464,45.836537372198585]}"
133_0,11.013726806640648,133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.55831832603445,44.98313785228504]}"
134_0,11.842584228515648,134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.421074047748395,45.74670584378663]}"
135_0,8.715997314453148,135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.33373950500457,45.028053616491015]}"
136_0,7.986962890625023,136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.243907976592617,45.117885144902964]}"
137_0,12.548638916015648,137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.331242519336442,45.07296938069699]}"
138_0,12.917932128906273,138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.501549374359946,43.81532798292966]}"
139_0,12.150750732421898,139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.510905576160344,45.65687431537468]}"
140_0,12.150750732421898,140,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.55582134036632,45.74670584378663]}"
141_0,12.150750732421898,141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.645652868778274,45.65687431537468]}"
142_0,12.531152343750023,142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.55582134036632,45.028053616491015]}"
143_0,10.010552978515648,143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.255761164061145,45.29754820172687]}"
144_0,11.108483886718773,144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.87272867547628,45.79162160799261]}"
145_0,12.441064453125023,145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.735484397190227,44.93822208807906]}"
146_0,12.036981201171898,146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.421074047748395,45.477211258550774]}"
147_0,12.379998779296898,147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.62444347950935,43.994991039753565]}"
148_0,12.150750732421898,148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.510905576160344,45.56704278696272]}"
149_0,12.373193359375023,149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.534611951097396,44.03990680395954]}"
150_0,12.374444580078148,150,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.489696186891422,43.994991039753565]}"
151_0,10.648614501953148,151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.288823740798595,45.88145313640456]}"
152_0,10.035913085937523,152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.87272867547628,46.285695014258344]}"
153_0,11.944451904296898,153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.671856229383454,45.836537372198585]}"
154_0,13.596276855468773,154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.6481498544464,44.17465409657747]}"
155_0,11.940545654296898,155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.6481498544464,44.668727502843204]}"
156_0,12.434930419921898,156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.447277408353575,45.74670584378663]}"
157_0,12.434930419921898,157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.4023616441476,45.74670584378663]}"
158_0,12.434930419921898,158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.4023616441476,45.74670584378663]}"
159_0,10.118432617187523,159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.525255749297,46.91451571314201]}"
160_0,10.604699707031273,160,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.052391732300187,44.93822208807906]}"
161_0,12.625665283203148,161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.052391732300187,44.39923291760735]}"
162_0,12.285821533203148,162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.62694046517748,45.74670584378663]}"
163_0,12.285821533203148,163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.716771993589433,45.74670584378663]}"
164_0,9.436120605468773,164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.154076448180668,46.82468418473005]}"
165_0,12.311578369140648,165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.761687757795407,45.701790079580654]}"
166_0,13.687585449218773,166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.198992212386642,43.90515951134161]}"
167_0,10.428216552734398,167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.30067692826712,46.68993689211213]}"
168_0,12.717004394531273,168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.827812911270307,44.444148681813324]}"
169_0,10.324273681640648,169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.253264178393014,47.63316794043762]}"
170_0,13.238031005859398,170,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.827812911270307,43.994991039753565]}"
171_0,9.294946289062523,171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.98376959315716,47.94757828987946]}"
172_0,10.617486572265648,172,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.298179942598992,47.81283099726153]}"
173_0,12.014093017578148,173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.974413391356762,47.63316794043762]}"
174_0,13.189599609375023,174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.007475968094212,43.994991039753565]}"
175_0,13.170983886718773,175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.007475968094212,44.03990680395954]}"
176_0,12.014093017578148,176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.929497627150784,47.58825217623165]}"
177_0,11.393121337890648,177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.198992212386642,47.543336412025674]}"
178_0,9.564202880859398,178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.130370073243615,46.37552654267029]}"
179_0,12.011499023437523,179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.61508727770895,47.27384182678982]}"
180_0,13.596276855468773,180,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.55831832603445,44.084822568165514]}"
181_0,10.986260986328148,181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.995622780625684,46.33061077846432]}"
182_0,12.588800048828148,182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.6481498544464,44.444148681813324]}"
183_0,8.191339111328148,183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.220201601655564,46.510273835288224]}"
184_0,8.315484619140648,184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.265117365861542,46.37552654267029]}"
185_0,6.019311523437523,185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.579527715303374,46.68993689211213]}"
186_0,12.011499023437523,186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.525255749297,47.453504883613725]}"
187_0,9.129235839843773,187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.704918806120904,46.60010536370017]}"
188_0,9.224511718750023,188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.321886317536045,47.18401029837786]}"
189_0,10.428216552734398,189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.345592692473097,46.68993689211213]}"
190_0,11.837152099609398,190,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.210845399855167,47.22892606258384]}"
191_0,9.285089111328148,191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.14222326071214,47.18401029837786]}"
192_0,11.910089111328148,192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.941350814619312,47.318757590995794]}"
193_0,10.649194335937523,193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.97191640568863,47.22892606258384]}"
194_0,10.322015380859398,194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.52275876362887,47.318757590995794]}"
195_0,10.649194335937523,195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.792253348864726,47.22892606258384]}"
196_0,10.649194335937523,196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.97191640568863,47.22892606258384]}"
197_0,11.532556152343773,197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.286326755130464,47.27384182678982]}"
198_0,11.260858154296898,198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.331242519336442,47.13909453417189]}"
199_0,11.179956054687523,199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.7804001613962,46.33061077846432]}"
200_0,10.661096191406273,200,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.421074047748395,46.60010536370017]}"
201_0,11.837152099609398,201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.165929635649192,47.18401029837786]}"
202_0,10.981011962890648,202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.825315925602176,46.5551895994942]}"
203_0,10.981011962890648,203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.7804001613962,46.5551895994942]}"
204_0,10.779382324218773,204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.421074047748395,46.46535807108225]}"
205_0,10.859765625000023,205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.645652868778274,46.33061077846432]}"
206_0,11.869012451171898,206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.941350814619312,47.13909453417189]}"
207_0,10.981011962890648,207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.870231689808154,46.68993689211213]}"
208_0,11.179956054687523,208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.91514745401413,46.420442306876275]}"
209_0,11.179956054687523,209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.870231689808154,46.33061077846432]}"
210_0,11.179956054687523,210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.870231689808154,46.46535807108225]}"
211_0,11.175775146484398,211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.00497898242608,46.510273835288224]}"
212_0,11.179956054687523,212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.960063218220107,46.33061077846432]}"
213_0,11.175775146484398,213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.13972627504401,46.645021127906155]}"
214_0,11.175775146484398,214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.13972627504401,46.5551895994942]}"
215_0,11.175775146484398,215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.13972627504401,46.60010536370017]}"
216_0,11.852990722656273,216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.960063218220107,45.611958551168705]}"
217_0,11.675103759765648,217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.094810510838034,46.150947721640414]}"
218_0,11.695489501953148,218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.00497898242608,45.88145313640456]}"
219_0,11.036828613281273,219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.91514745401413,47.00434724155396]}"
220_0,11.675103759765648,220,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.04989474663206,46.01620042902249]}"
221_0,11.795159912109398,221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.390508456679072,47.04926300575994]}"
222_0,11.795159912109398,222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.255761164061145,47.094178769965914]}"
223_0,11.795159912109398,223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.480339985091025,47.04926300575994]}"
224_0,12.150750732421898,224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.735484397190227,45.65687431537468]}"
225_0,12.194787597656273,225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.91514745401413,45.477211258550774]}"
226_0,11.567437744140648,226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.243907976592617,47.36367335520177]}"
227_0,11.831658935546898,227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.735484397190227,45.97128466481651]}"
